ico_name,member_order,member_name,position,description,linktype,link,member_type
Fiii,1,Joey Huang,CHIEF STRATEGY OFFICER,Takes part in this project only,linkedin,https://www.linkedin.com/in/dato-joey-%F0%9F%9A%80-6a203715b/,normal
Fiii,2,Sylvester Lee,CHIEF EXECUTIVE OFFICER CHIEF TECHNOLOGY OFFICER,Takes part in this project only,linkedin,https://www.linkedin.com/in/leesengliang/,normal
Fiii,3,Bill Ying,ADVISOR,Takes part in this project only,linkedin,https://www.linkedin.com/in/%E5%B1%95-%E5%BA%94-b5b840158/,normal
Fiii,4,Tony Qing,CHIEF BRAND OFFICER,Takes part in this project only,linkedin,https://www.linkedin.com/in/%E4%BA%9A%E5%B3%B0-%E5%8D%BF-3ba3b3100/,normal
Fiii,5,Ong Lin Wooi,CHIEF MARKETING OFFICER,Takes part in this project only,linkedin,https://www.linkedin.com/in/lin-wooi-ong-388836136/,normal
Fiii,6,Daniel Lee,CHIEF OPERATING OFFICER,Takes part in this project only,linkedin,https://www.linkedin.com/in/daniel-lee-682b1b99/,normal
Fiii,7,Stella Hon,INVESTMENT DIRECTOR (CHINA),Takes part in this project only,linkedin,https://www.linkedin.com/in/stella-hon-99a444166,normal
Fiii,8,James Jiang,IT DIRECTOR,Takes part in this project only,linkedin,https://www.linkedin.com/in/yixin-jiang-39703b33,normal
Fiii,9,Jerry Oon,MARKETING MANAGER (SINGAPORE),Takes part in this project only,linkedin,https://www.linkedin.com/in/jerry-oon-765231166/,normal
Fiii,10,Raymond Tan,MARKETING MANAGER (MALAYSIA),Takes part in this project only,linkedin,https://www.linkedin.com/in/raymond-tan-461167167/,normal
Fiii,11,John Liu,SOLUTIONS ARCHITECT,Takes part in this project only,linkedin,https://www.linkedin.com/in/johnlq/,normal
Fiii,12,Martin Zhang,FiiiPAY TEAM LEAD,Takes part in this project only,linkedin,https://www.linkedin.com/in/martin-zhang/,normal
Fiii,13,Xiao Yi,FiiiEX TEAM LEAD,Takes part in this project only,linkedin,https://www.linkedin.com/in/e-shaw-x/,normal
Fiii,14,Janet Er,Fiii FINANCE TEAM LEAD,Takes part in this project only,linkedin,https://www.linkedin.com/in/janet-er-pui-geok-628ab223/,normal
Fiii,15,Mion Lee,PROJECT MANAGER,Takes part in this project only,linkedin,https://www.linkedin.com/in/Mionlee/,normal
Fiii,16,Tang Rui Dong,WEB SPECIALIST LEAD,Takes part in this project only,linkedin,https://www.linkedin.com/in/%E7%91%9E%E4%B8%9C-%E5%94%90-813654167/,normal
Fiii,17,Seven Huang,UI/UX LEAD,Takes part in this project only,linkedin,https://www.linkedin.com/in/sevenhuang27/,normal
LabelsCoin,1,Serena Spada,FOUNDER - CEO - INVENTOR,Takes part in this project only,linkedin,https://www.linkedin.com/in/ploutos-sa-16669114b/,normal
LabelsCoin,2,Bruno De Angelis,Artistic manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/agence-bda-labelscoin-78806782/,normal
LabelsCoin,3,Gregory Krieger,Chief Communication Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/gregory-krieger-466412b8/?originalSubdomain=ch,normal
LabelsCoin,4,Anthony Fasano,Developper,Takes part in this project only,linkedin,https://www.linkedin.com/in/anthony-fasano-606348162/,normal
LabelsCoin,5,Benoit Perret,IT Security Expert,Takes part in this project only,linkedin,https://www.linkedin.com/in/macexpert/,normal
LabelsCoin,6,Guido Varesano,Graphic designer,Takes part in this project only,linkedin,https://www.linkedin.com/in/guido-varesano-0b814623/,normal
LabelsCoin,7,Jur. Frank Zindel,Legal advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/frank-zindel-a6514023/,normal
Mozo,1,Giang Phung,CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/giang-phung-721ab211/,normal
Mozo,2,Daniel Carroll,CFO,Takes part in this project only,linkedin,https://www.linkedin.com/in/daniel-carroll-0a765238/,normal
Mozo,3,Thang Ton,CTO,Takes part in this project only,linkedin,https://ww.linkedin.com/in/thang-ton-that/,normal
Mozo,4,Danny Do,CMO,Takes part in this project only,linkedin,https://www.linkedin.com/in/danny-do-20630027/,normal
winkPark,1,Piotr Kowalczyk,CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/piotrkowalczyk/,normal
Mozo,5,Jake Byongsok Yu,CEO - Korea,Takes part in this project only,linkedin,https://www.linkedin.com/in/jake-yu-b1a926126/,normal
Mozo,6,Trang Le,Product Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/trangle1991/,normal
Mozo,7,Rebecca Chen,Public Relations,Takes part in this project only,linkedin,https://www.linkedin.com/in/rebecca-chen-6504933/,normal
Mozo,8,Dylan Jorn,Digital Marketing - USA,Takes part in this project only,linkedin,https://www.linkedin.com/in/dylanjcoleman/,normal
Mozo,9,Beam Woo Choi,Digital Marketing - Korea,Takes part in this project only,linkedin,https://www.linkedin.com/in/beom-woo-choi-0a0bba168/,normal
Mozo,10,Hyun Min Roh,Digital Marketing - Korea,Takes part in this project only,linkedin,https://www.linkedin.com/in/hmroh/,normal
Mozo,11,Que Tran,Big Data Scientist,Takes part in this project only,linkedin,https://www.linkedin.com/in/que-tran-8b6846153/,normal
Mozo,12,An Tran,Core Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/an-tran-8624695/,normal
Mozo,13,Tuan Truong,Core Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/tuan-truong-74a1984b/,normal
Mozo,14,Toan Tran,Core Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/toanstt/,normal
Mozo,15,Truc Thai,Core Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/tructhai/,normal
Mozo,16,Danh Ngo,Blockchain Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/danhngo/,normal
Mozo,17,Vu Nguyen,Blockchain Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/anhvunguyen1208/,normal
Mozo,18,Thai Phan,Blockchain Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/thai-phan-3194b359/,normal
Mozo,19,Dang Ngo,Mobile App Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/ris269/,normal
Mozo,20,Tuan Mai,Mobile App Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/mtfetel/,normal
Mozo,21,Tuan Nguyen,Web Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/tuannguyen1702/,normal
Mozo,22,Thuc Anh,Web Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/anhdang2312/,normal
Mozo,23,Tam Truong,UX/UI Designer,Takes part in this project only,linkedin,https://www.linkedin.com/in/minh-tam-truong-94b33539/,normal
Mozo,24,In Hyuk Jeong,UX/UI Designer,Takes part in this project only,linkedin,https://www.linkedin.com/in/%EC%9D%B8%ED%98%81-%EC%A0%95-5906019b/,normal
Mozo,25,Kyu Ho Lee,UX/UI Designer,Takes part in this project only,linkedin,https://www.linkedin.com/in/%EA%B7%9C%ED%98%B8-%EC%9D%B4-420a74168/,normal
IGT,1,Roman Yefremenko,CEO & Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/romanyefremenko/,normal
IGT,2,Bogdan Yegorov,Legal advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/bogdanyegorov/,normal
IGT,3,Yaroslav Denisov,CTO,Takes part in this project only,linkedin,https://www.linkedin.com/in/jaroslavius/,normal
IGT,4,Daniel Koshma,Head of PR,Takes part in this project only,linkedin,https://www.linkedin.com/in/daniel-koshma-0a633415a/,normal
IGT,5,Maxim Bashmakov,Art Director,Participates in several projects,linkedin,https://www.linkedin.com/in/maximbashmakov/,normal
IGT,6,Alexander Omelianenko,Director of Marketing,Takes part in this project only,linkedin,https://www.linkedin.com/in/iammarketolog/,normal
IGT,7,Alexander Nekrasov,Community Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/alexandernekrasov/,normal
IGT,8,Vadym Machuskyi,Project Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/vadym-machuskyi-b6463b54/,normal
IGT,9,Vadim Lashkov,Blockchain Expert,Participates in several projects,linkedin,https://www.linkedin.com/in/vadim-lashkov-530132136/,normal
IGT,10,Yehor Nesterov,Blockchain Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/yehornesterov/,normal
IGT,11,Allen Artamonov,Techniсal team leader,Participates in several projects,linkedin,https://www.linkedin.com/in/allen-artamonov/,normal
Cuprum,1,Michael Avdeev,Serial entrepreneur. Founder of Cuprum,Takes part in this project only,linkedin,https://www.linkedin.com/in/mikhail-avdeev-964278161/,normal
Cuprum,2,Victor Grytsenko,Financial manager.,Takes part in this project only,linkedin,https://ru.linkedin.com/in/victor-grytsenko-034224167/,normal
Cuprum,3,Nikolaj Savenya,Head of the Committee for Development and Technology.,Takes part in this project only,linkedin,https://www.linkedin.com/in/nikolai-savenya-b8257b168/,normal
Cryptocoin Insurance,1,Denis Semin,CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/denis-semin-724091169/,normal
Cryptocoin Insurance,2,Maksim Sizykh,CTO,Takes part in this project only,linkedin,https://www.linkedin.com/in/maksim-sizykh-2688ba7a/,normal
Cryptocoin Insurance,3,Stanislav Brzhozovskiy,Head of Option Trading Department,Takes part in this project only,linkedin,https://www.linkedin.com/in/stanislav-brzhozovskiy-975aa6122/,normal
Bidooh,1,Michael Edelson,Chairman,No participating data,website,https://en.m.wikipedia.org/wiki/Michael_Edelson,normal
Bidooh,2,Abdul Alim,CEO & Co-founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/abdulalimuk/,normal
Bidooh,3,Shaz Mughal,Co-founder - CPO,Takes part in this project only,linkedin,https://www.linkedin.com/in/shahzadmughal1/,normal
Bidooh,4,Paul Althasen,"Non-Executive Director, Investor",Takes part in this project only,linkedin,https://www.linkedin.com/in/paul-althasen-2b915017/,normal
Bidooh,5,Howard Simms,"Non-Executive Director, Investor",Takes part in this project only,linkedin,https://www.linkedin.com/in/hsimms/,normal
Bidooh,6,Graeme Hughes,Business Development Director,Takes part in this project only,linkedin,https://www.linkedin.com/in/graeme-hughes-567b7914/,normal
Bidooh,7,Adam Rowland,Advertising Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/adam-rowland-0b2a7859/,normal
Bidooh,8,Vicki Simms,Token Community Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/vickisimms,normal
Bidooh,9,Hannah Eames,CFO,Takes part in this project only,linkedin,https://uk.linkedin.com/in/hannah-eames-f-c-a-7741063,normal
Bidooh,10,Garry Partington,Chief Technology Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/garrypartington,normal
Bidooh,11,Torgeir Hoff,Group Treasurer,Takes part in this project only,linkedin,https://www.linkedin.com/in/torgeir-hoff-ba73971/,normal
Bidooh,12,Simon Murphy,Chief Compliance Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/simon-murphy-23614723/,normal
Bidooh,13,Darko Ban,Business Development Director,Takes part in this project only,linkedin,https://www.linkedin.com/in/darkoban/,normal
Bidooh,14,Bren Adams,Digital Marketing Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/bren-adams-7b009a4/,normal
Bidooh,15,Muhammad Monsur Ali,Web Development,Takes part in this project only,linkedin,https://www.linkedin.com/in/adam-rowland-0b2a7859/,normal
Bidooh,16,Lamaan Ball,Web Development,Takes part in this project only,linkedin,https://www.linkedin.com/in/adam-rowland-0b2a7859/,normal
Buzcoin,1,Olga Buzova,Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/olga-buzova-803a63162/,normal
Buzcoin,2,Aram Ananyan (Archer),Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/aram-archer-431a64162/,normal
Buzcoin,3,Andrey Semin,"Founder, project coordinator",Participates in several projects,linkedin,https://www.linkedin.com/in/borodin777/,normal
Buzcoin,4,Alexey Novikov,Investment Director,Takes part in this project only,linkedin,https://www.linkedin.com/in/alexey-novikov-a95265162/,normal
Buzcoin,5,Dmitrii Borodin,Participates in several projects,No description,linkedin,https://www.linkedin.com/in/borodin777/,normal
Buzcoin,6,Angelika Sheshunova,Co-founder and CEO of the blockchain platform izzz.io,Takes part in this project only,linkedin,https://www.linkedin.com/in/angelika-sheshunova-33a095163/,normal
Buzcoin,7,Konstantin Lazukin,"Software engineer, developer of Sophie CRM",Takes part in this project only,linkedin,https://www.linkedin.com/in/konstantin-lazukin-52009b163/?trk=onboarding-landing&dl=no,normal
Buzcoin,8,Andrey Grachev,The representative of the project in the official structures,Takes part in this project only,linkedin,https://www.linkedin.com/in/andrey-grachev-606a78162/?trk=onboarding-landing&dl=no,normal
Buzcoin,9,Franc Baron,IT consultant,Takes part in this project only,linkedin,https://www.linkedin.com/in/%D1%84%D0%BE%D0%B0%D0%BD%D0%BA-%D0%B1%D0%B0%D1%80%D0%BE%D0%BD-a17266162/?trk=onboarding-landing&dl=no,normal
Buzcoin,10,Yan Koyfmann,Takes part in this project only,No description,linkedin,https://www.linkedin.com/in/yan-koyfmann-352bbb161/,advsisor
Cryptocean,1,Yury Myshinsky,FOUNDER AND CEO,Participates in several projects,linkedin,https://www.linkedin.com/in/yury-myshinskiy/,normal
Cryptocean,2,Alexander Volkorezov,OPERATIONS DIRECTOR (COO),Takes part in this project only,linkedin,https://www.linkedin.com/in/%D0%B0%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80-%D0%B2%D0%BE%D0%BB%D0%BA%D0%BE%D1%80%D0%B5%D0%B7%D0%BE%D0%B2-17352853/,normal
Spiking,1,Clemen Chiang,Chief Executive Officer & Co-Founder | Serial Entrepreneur,Participates in several projects,linkedin,https://www.linkedin.com/in/clemenchiang/,normal
Spiking,2,Nic Yee,Chief Operating Officer & Co-Founder | Previous CozyCot CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/nicyee,normal
Spiking,3,Alexey Maslov,Chief Technology Officer | Previous Topface Team Lead,Takes part in this project only,linkedin,https://www.linkedin.com/in/alexey-maslov-113309101,normal
Spiking,4,William H. Nguyen,"Chief Blockchain Architect | GIFTO Chief Crypto Architect, one of the fastest selling ICOs in Asia",Takes part in this project only,linkedin,https://www.linkedin.com/in/dathnguyen,normal
Spiking,5,Jeremy Khoo,Chief Strategist | Founder of Several Blockchain Projects | Fund Partner,Participates in a number of projects,linkedin,https://www.linkedin.com/in/jeremy-khoo/,normal
Spiking,6,Michael Thirapounho,Chief Market Analyst | Previous Associate at Societe Generale Corporate and Investment Banking,Takes part in this project only,linkedin,https://www.linkedin.com/in/michael-thirapounho-9286aa16/,normal
Spiking,7,Adrien Diarra,Chief Information Risk Officer | Previous Goldman Sachs VP Technology Risk,Takes part in this project only,linkedin,https://www.linkedin.com/in/adriendiarra/,normal
Spiking,8,Widelia Yi Liu,Head of Business Development | Founder of Whole9Yards,Takes part in this project only,linkedin,https://www.linkedin.com/in/widelia-yi-liu-3b987b17/,normal
Spiking,9,Andrey Travinin,Chief Business Officer | Previous Head of Branch at Societe Generale Retail and Premium Banking in St. Petersburg,Takes part in this project only,linkedin,https://www.linkedin.com/in/andreytravinin/,normal
Spiking,10,Reuben Choo,Lead Engineer | First Engineer In Founding Team,Takes part in this project only,linkedin,https://www.linkedin.com/in/reubenchoozc/,normal
Spiking,11,Paul Alexandrov,Lead Design & Product | Previous Carmart.ru Product Lead,Takes part in this project only,linkedin,https://www.linkedin.com/in/paul-alexandrov-90038068/,normal
Spiking,12,Paul Malyshev,Lead Mobile | Previous Topface Mobile Lead,Takes part in this project only,linkedin,https://www.linkedin.com/in/pavel-malyshev-34535a32/,normal
Spiking,13,Valeria Karavaeva,Lead Business Intelligence | Previous Propellor Ads Data Analyst,Takes part in this project only,linkedin,https://www.linkedin.com/in/valeriya-karavaeva/,normal
